latitude,longitude,elevation
48.011102406308055,-4.08375458791852,23.600000381469727
48.01110575906932,-4.083712259307504,23.200000762939453
48.011106345802546,-4.083666745573282,23.0
48.01111665554345,-4.083647299557924,22.799999237060547
48.01112654618919,-4.083601702004671,22.200000762939453
48.01111422479153,-4.083571610972285,22.0
48.011108273640275,-4.083540514111519,21.399999618530273
48.011109279468656,-4.083491060882807,20.799999237060547
48.01112017594278,-4.083469435572624,20.600000381469727
48.011127384379506,-4.0834487322717905,20.200000762939453
48.01118664443493,-4.083359716460109,19.0
48.011221596971154,-4.0833312179893255,18.200000762939453
48.011236768215895,-4.083322416990995,18.0
48.01131136715412,-4.083306659013033,16.799999237060547
48.01134053617716,-4.08329576253891,16.600000381469727
48.01142133772373,-4.0832561161369085,16.200000762939453
48.011440532281995,-4.083247566595674,16.399999618530273
48.01151001825929,-4.083227952942252,16.399999618530273
48.011530973017216,-4.083223342895508,16.399999618530273
48.01162485033274,-4.083235412836075,17.0
48.0117407720536,-4.083238849416375,17.799999237060547
48.011834900826216,-4.083324177190661,19.0
48.01184697076678,-4.083544118329883,19.600000381469727
48.011874463409185,-4.083662386983633,20.200000762939453
48.01191980950534,-4.083739668130875,20.600000381469727
48.011966329067945,-4.083771435543895,21.0
48.01199063658714,-4.083778811618686,21.200000762939453
48.01205023191869,-4.0837538335472345,21.799999237060547
48.01207713782787,-4.0837055537849665,22.0
48.01211158744991,-4.083644198253751,22.200000762939453
48.012139247730374,-4.083585608750582,22.799999237060547
48.012204291298985,-4.083454599604011,23.399999618530273
48.01224854774773,-4.083388717845082,24.0
48.012284338474274,-4.0833609737455845,24.600000381469727
48.01235902123153,-4.083333816379309,25.399999618530273
48.01239313557744,-4.083314789459109,25.799999237060547
48.012479804456234,-4.083253350108862,27.0
48.01257745362818,-4.083183780312538,28.0
48.01261215470731,-4.0831380151212215,28.399999618530273
48.01262338645756,-4.083071881905198,28.600000381469727
48.012617686763406,-4.0829624980688095,28.799999237060547
48.0125489551574,-4.082699054852128,28.600000381469727
48.01248433068395,-4.082456901669502,28.399999618530273
48.012475026771426,-4.082426391541958,28.399999618530273
48.01244895905256,-4.082304518669844,28.200000762939453
48.012428004294634,-4.082210306078196,28.0
48.012335719540715,-4.081954741850495,27.399999618530273
48.012299509719014,-4.08185139298439,27.0
48.012268245220184,-4.08177075907588,26.200000762939453
48.01225634291768,-4.081740835681558,26.0
48.012225329875946,-4.081653580069542,25.600000381469727
48.012174954637885,-4.0815203078091145,24.799999237060547
48.01212726160884,-4.081385023891926,24.200000762939453
48.012118292972445,-4.0813592076301575,23.799999237060547
48.01209557801485,-4.081263821572065,23.0
48.01208904013038,-4.08124010078609,22.799999237060547
48.012080658227205,-4.081215457990766,22.399999618530273
48.012011758983135,-4.0810370072722435,21.200000762939453
48.01200379617512,-4.081014124676585,20.799999237060547
48.01198124885559,-4.080939190462232,19.799999237060547
48.01191821694374,-4.0808173175901175,18.799999237060547
48.01189365796745,-4.080759482458234,18.399999618530273
48.01186490803957,-4.080673400312662,17.600000381469727
48.01181654445827,-4.080540798604488,16.399999618530273
48.01175049506128,-4.080383302643895,15.600000381469727
48.01174018532038,-4.080361174419522,15.399999618530273
48.011702885851264,-4.080304680392146,15.0
48.011646308004856,-4.08022035844624,14.399999618530273
48.011610098183155,-4.080164786428213,14.199999809265137
48.011568104848266,-4.08010552637279,13.199999809265137
48.01153608597815,-4.079996393993497,12.399999618530273
48.011524602770805,-4.079970074817538,12.0
48.011499121785164,-4.079875610768795,11.399999618530273
48.01148118451238,-4.079848453402519,10.800000190734863
48.01147741265595,-4.079804867506027,10.399999618530273
48.01147498190403,-4.079657765105367,9.800000190734863
48.01148587837815,-4.079610574990511,9.399999618530273
48.01151253283024,-4.079557014629245,8.600000381469727
48.01157212816179,-4.079503370448947,7.800000190734863
48.01158478483558,-4.079469591379166,7.400000095367432
48.01159970462322,-4.079396417364478,6.800000190734863
48.01161336712539,-4.079377222806215,6.599999904632568
48.01162904128432,-4.079341934993863,6.199999809265137
48.01164396107197,-4.079284016042948,6.0
48.011667765676975,-4.079237915575504,5.199999809265137
48.01167715340853,-4.0792187210172415,5.0
48.011743957176805,-4.079068265855312,5.0
48.01179978065193,-4.078965419903398,5.199999809265137
48.01182232797146,-4.078930132091045,5.599999904632568
48.01192014478147,-4.078775234520435,6.199999809265137
48.01201603375375,-4.078663168475032,6.800000190734863
48.01210639066994,-4.078581361100078,7.400000095367432
48.012178894132376,-4.078529477119446,7.599999904632568
48.012248212471604,-4.078495865687728,7.599999904632568
48.01241937093437,-4.078444987535477,7.800000190734863
48.0125539842993,-4.078419925644994,7.400000095367432
48.01271961070597,-4.078438952565193,7.199999809265137
48.01283377222717,-4.078506845980883,7.0
48.01295614801347,-4.0786017291247845,6.599999904632568
48.012973917648196,-4.078621845692396,6.599999904632568
48.013059832155704,-4.078720081597567,6.400000095367432
48.013126803562045,-4.078812198713422,6.199999809265137
48.01324088126421,-4.078919738531113,5.800000190734863
48.01335705444217,-4.078966174274683,5.800000190734863
48.01340617239475,-4.07895527780056,6.0
48.01343693397939,-4.0789189003407955,6.199999809265137
48.013432743027806,-4.078893670812249,6.199999809265137
48.013419499620795,-4.078863495960832,6.0
48.01338496617973,-4.078754112124443,6.0
48.01341128535569,-4.078702311962843,6.0
48.013517819345,-4.078555880114436,6.199999809265137
48.013584204018116,-4.0783557202667,6.800000190734863
48.01368361338973,-4.078202750533819,7.199999809265137
48.01372761838138,-4.0781693905591965,7.199999809265137
48.01382627338171,-4.078090516850352,7.0
48.01388109102845,-4.077936541289091,6.800000190734863
48.014007322490215,-4.077308317646384,6.400000095367432
48.01408175379038,-4.077299013733864,7.400000095367432
48.014208655804396,-4.077347880229354,8.399999618530273
48.014258444309235,-4.077362464740872,9.0
48.014340586960316,-4.077364141121507,9.800000190734863
48.014394817873836,-4.077333630993962,10.0
48.014503195881844,-4.077276214957237,10.800000190734863
48.014575615525246,-4.077210500836372,11.0
48.014609813690186,-4.077194072306156,11.0
48.01467787474394,-4.077169932425022,11.199999809265137
48.014702098444104,-4.077148977667093,11.399999618530273
48.01473185420036,-4.077084017917514,11.600000381469727
48.01474828273058,-4.077002042904496,12.0
48.01475666463375,-4.076939430087805,12.199999809265137
48.01477124914527,-4.076721835881472,12.600000381469727
48.01477619446814,-4.076458141207695,12.800000190734863
48.01477778702974,-4.076424110680819,13.0
48.01473210565746,-4.076290084049106,13.600000381469727
48.014598749578,-4.076243815943599,13.800000190734863
48.01455868408084,-4.076225962489843,13.800000190734863
48.01453521475196,-4.076181789860129,13.800000190734863
48.014532113447785,-4.076152537018061,13.600000381469727
48.01455717533827,-4.075991855934262,13.399999618530273
48.01456153392792,-4.07595899887383,13.399999618530273
48.01460352726281,-4.075797311961651,13.399999618530273
48.01466714590788,-4.075545184314251,13.600000381469727
48.0147145036608,-4.0752914641052485,14.0
48.0147300940007,-4.075236059725285,14.399999618530273
48.01475163549185,-4.075142601504922,14.399999618530273
48.01480368711054,-4.074903214350343,14.600000381469727
48.01486982032657,-4.074697019532323,15.0
48.01490628160536,-4.074576571583748,15.0
48.01495246589184,-4.074423182755709,15.0
48.01499445922673,-4.074255879968405,15.199999809265137
48.015009546652436,-4.074191255494952,15.199999809265137
48.01502589136362,-4.07412713393569,15.399999618530273
48.01502572372556,-4.074065359309316,15.399999618530273
48.015015413984656,-4.073973493650556,15.399999618530273
48.01499739289284,-4.073884729295969,15.399999618530273
48.014978198334575,-4.073677193373442,15.600000381469727
48.01497459411621,-4.07364584505558,16.0
48.01496076397598,-4.073491869494319,16.799999237060547
48.01496218889952,-4.07333068549633,17.200000762939453
48.01495489664376,-4.073231108486652,17.399999618530273
48.01487987861037,-4.073041342198849,18.0
48.01483981311321,-4.0729951579123735,18.200000762939453
48.01469296216965,-4.072822071611881,18.200000762939453
48.01466144621372,-4.072788041085005,18.200000762939453
48.014584332704544,-4.072708413004875,18.399999618530273
48.01449808292091,-4.072614284232259,18.799999237060547
48.01434176042676,-4.072457458823919,19.200000762939453
48.014286272227764,-4.072402222082019,19.200000762939453
48.01426934078336,-4.0723861288279295,19.200000762939453
48.01413296721876,-4.072244726121426,20.0
48.01397044211626,-4.0720615815371275,20.200000762939453
48.01395149901509,-4.072041045874357,20.200000762939453
48.01393263973296,-4.072019001469016,20.399999618530273
48.01381747238338,-4.071813393384218,20.799999237060547
48.013808000832796,-4.071780871599913,20.799999237060547
48.01377707161009,-4.071494964882731,21.0
48.013859800994396,-4.071240909397602,20.399999618530273
48.01387497223914,-4.07118072733283,20.399999618530273
48.01391042768955,-4.071045443415642,20.200000762939453
48.01392065361142,-4.070983584970236,20.0
48.013895926997066,-4.070960199460387,19.799999237060547
48.01376567222178,-4.070896748453379,19.600000381469727
48.01374329254031,-4.0708861872553825,19.799999237060547
48.01372963003814,-4.070877805352211,20.0
48.01373491063714,-4.070840086787939,20.0
48.013750752434134,-4.070758363232017,20.200000762939453
48.01376961171627,-4.070582762360573,19.600000381469727
48.013786962255836,-4.07038914039731,19.399999618530273
48.01380020566285,-4.070328203961253,19.200000762939453
48.0138320568949,-4.070161655545235,18.799999237060547
48.01386089064181,-4.069949174299836,18.200000762939453
48.013864662498236,-4.06991514377296,18.200000762939453
48.013875810429454,-4.06974608078599,18.0
48.01392258144915,-4.069558326154947,17.399999618530273
48.01393825560808,-4.069388508796692,16.600000381469727
48.01394487731159,-4.069352298974991,16.399999618530273
48.013971112668514,-4.0691411588341,15.600000381469727
48.013980416581035,-4.06910452991724,15.399999618530273
48.01403355784714,-4.068882912397385,15.0
48.014159705489874,-4.068807475268841,15.0
48.014285853132606,-4.068864807486534,15.0
48.014408480376005,-4.068910572677851,15.600000381469727
48.014559438452125,-4.069007802754641,16.799999237060547
48.014629846438766,-4.06901903450489,17.0
48.014698242768645,-4.069030852988362,17.600000381469727
48.01471861079335,-4.069037642329931,17.799999237060547
48.01486470736563,-4.06907862983644,18.399999618530273
48.01491994410753,-4.069081228226423,19.0
48.015054389834404,-4.069098494946957,20.0
48.01517735235393,-4.069011155515909,20.600000381469727
48.015187326818705,-4.068993721157312,20.600000381469727
48.015189338475466,-4.068878805264831,21.0
48.01518020220101,-4.068818790838122,21.0
48.01516947336495,-4.068796578794718,21.200000762939453
48.01512219943106,-4.068675879389048,21.600000381469727
48.01504651084542,-4.068576889112592,22.200000762939453
48.01503896713257,-4.068560712039471,22.200000762939453
48.01503024995327,-4.068504888564348,22.600000381469727
48.015032177791,-4.068486867472529,22.600000381469727
48.0149890948087,-4.06838527880609,22.600000381469727
48.01499328576028,-4.068389888852835,22.399999618530273
48.0150062777102,-4.068387541919947,22.399999618530273
48.0150062777102,-4.068387541919947,22.399999618530273
48.015000242739916,-4.0683923196047544,22.399999618530273
48.01499504595995,-4.0683952532708645,22.200000762939453
48.01499362103641,-4.068404892459512,22.399999618530273
48.014993872493505,-4.068414364010096,22.600000381469727
48.01499353721738,-4.068391397595406,23.200000762939453
48.014981970191,-4.068342195823789,23.600000381469727
48.014948945492506,-4.068256868049502,23.799999237060547
48.01494777202606,-4.068248905241489,23.799999237060547
48.01494928076863,-4.068250581622124,23.799999237060547
48.01493880338967,-4.068177491426468,23.799999237060547
48.01493410952389,-4.068145556375384,23.799999237060547
48.01491281948984,-4.0680306404829025,24.399999618530273
48.01489588804543,-4.0679841209203005,24.600000381469727
48.01488993689418,-4.067954616621137,24.600000381469727
48.01489429548383,-4.067828971892595,25.200000762939453
48.014900581911206,-4.06775051727891,25.399999618530273
48.0149008333683,-4.067662339657545,25.799999237060547
48.0148836504668,-4.0674646105617285,26.200000762939453
48.014866299927235,-4.067451031878591,26.0
48.01479228772223,-4.0673756785690784,24.200000762939453
48.01477946341038,-4.067360507324338,24.0
48.014773176983,-4.067337205633521,23.799999237060547
48.01475205458701,-4.067277610301971,23.600000381469727
48.01473897881806,-4.06725749373436,23.200000762939453
48.014727076515555,-4.067229246720672,23.200000762939453
48.01471374928951,-4.067163448780775,23.0
48.01468541845679,-4.067079797387123,22.600000381469727
48.01466664299369,-4.067055573686957,22.399999618530273
48.01465021446347,-4.067013161256909,22.200000762939453
48.01463948562741,-4.066958511248231,22.200000762939453
48.01463110372424,-4.06687687151134,22.0
48.014608304947615,-4.066750220954418,21.200000762939453
48.01460646092892,-4.066705713048577,21.0
48.01461157388985,-4.066671431064606,21.0
48.01461945287883,-4.066652152687311,20.799999237060547
48.01461869850755,-4.066636813804507,20.799999237060547
48.01462029106915,-4.066622145473957,20.799999237060547
48.01461635157466,-4.066428439691663,20.799999237060547
48.01462112925947,-4.0663431119173765,20.600000381469727
48.01463847979903,-4.066236410290003,20.399999618530273
48.01463822834194,-4.066174468025565,20.0
48.01464518532157,-4.066054271534085,19.399999618530273
48.01464946009219,-4.0660265274345875,19.200000762939453
48.01467318087816,-4.065940026193857,19.399999618530273
48.0146867595613,-4.065864002332091,20.0
48.014698158949614,-4.065779177471995,20.799999237060547
48.01471743732691,-4.0657117031514645,21.0
48.01471936516464,-4.065692173317075,21.200000762939453
48.014715844765306,-4.065666943788528,21.200000762939453
48.01471944898367,-4.065621513873339,21.600000381469727
48.01471986807883,-4.065592680126429,21.600000381469727
48.014721628278494,-4.0654725674539804,22.0
48.01472397521138,-4.065455887466669,22.200000762939453
48.014739230275154,-4.065309036523104,22.0
48.01474769599736,-4.065263941884041,21.799999237060547
48.01475138403475,-4.065113570541143,21.399999618530273
48.014772003516555,-4.065014664083719,21.200000762939453
48.01479069516063,-4.06494090333581,21.0
48.01479798741639,-4.0649147517979145,20.799999237060547
48.01482112146914,-4.064803691580892,20.600000381469727
48.01482648588717,-4.064774354919791,20.799999237060547
48.014868311583996,-4.064569836482406,20.399999618530273
48.01487401127815,-4.0645224787294865,20.399999618530273
48.01488515920937,-4.06447621062398,20.200000762939453
48.014895636588335,-4.064451567828655,20.0
48.01493050530553,-4.064242858439684,19.0
48.014932349324226,-4.0642232447862625,18.600000381469727
48.01492991857231,-4.064164906740189,17.600000381469727
48.014903934672475,-4.064129954203963,16.600000381469727
48.01489152945578,-4.0641234163194895,16.200000762939453
48.014880968257785,-4.0641240030527115,16.0
48.01485716365278,-4.064120901748538,15.399999618530273
48.01481424830854,-4.064114782959223,14.600000381469727
48.014808129519224,-4.064106652513146,14.199999809265137
48.01481131464243,-4.064093409106135,13.199999809265137
48.014797903597355,-4.064077148213983,12.800000190734863
48.01480142399669,-4.064054852351546,12.199999809265137
48.01481718197465,-4.064029036089778,11.199999809265137
48.01482195965946,-4.06401252374053,11.0
48.014833610504866,-4.063966674730182,9.800000190734863
48.01484006457031,-4.0639490727335215,9.600000381469727
48.01487736403942,-4.063882017508149,8.399999618530273
48.01488675177097,-4.0638648346066475,8.0
48.01489672623575,-4.063814040273428,7.400000095367432
48.0149008333683,-4.063808675855398,7.199999809265137
48.01489974372089,-4.063752349466085,6.400000095367432
48.01489982753992,-4.063732232898474,6.199999809265137
48.01489203236997,-4.063667440786958,5.400000095367432
48.01489043980837,-4.063659142702818,5.199999809265137
48.01488406956196,-4.063634667545557,4.800000190734863
48.014872670173645,-4.063606923446059,4.400000095367432
48.01487325690687,-4.063595607876778,4.400000095367432
48.014877615496516,-4.063588231801987,4.400000095367432
48.0148852430284,-4.063578676432371,4.199999809265137
48.01489915698767,-4.063560822978616,3.799999952316284
48.01491541787982,-4.063505502417684,3.200000047683716
48.01491835154593,-4.063492342829704,2.799999952316284
48.01492421887815,-4.063475746661425,2.5999999046325684
48.014933774247766,-4.063455294817686,2.200000047683716
48.014947436749935,-4.063413301482797,1.600000023841858
48.014960596337914,-4.0633379481732845,1.0
48.01496814005077,-4.063310204073787,0.800000011920929
48.01498808898032,-4.063261169940233,0.6000000238418579
48.01501072011888,-4.063187995925546,-0.800000011920929
48.015042236074805,-4.063062937930226,-2.0
48.015073500573635,-4.062998732551932,-2.5999999046325684
48.015049528330564,-4.063019519671798,-2.5999999046325684
48.01505422219634,-4.0630207769572735,-2.4000000953674316
48.015094455331564,-4.06295171007514,-2.200000047683716
48.01514005288482,-4.06288624741137,-2.799999952316284
48.01515145227313,-4.062870908528566,-3.0
48.01517500542104,-4.062858838587999,-3.200000047683716
48.01520174369216,-4.0628299210220575,-3.200000047683716
48.015189841389656,-4.062784323468804,-3.4000000953674316
48.01516519859433,-4.0627554059028625,-3.5999999046325684
48.01516519859433,-4.062703941017389,-3.5999999046325684
48.015153128653765,-4.062668737024069,-3.4000000953674316
48.0151323415339,-4.06265121884644,-3.4000000953674316
48.01512488164008,-4.062654320150614,-3.5999999046325684
48.015139969065785,-4.062672005966306,-3.4000000953674316
48.015158073976636,-4.0627088863402605,-3.4000000953674316
48.015159498900175,-4.062719698995352,-3.200000047683716
48.015159498900175,-4.062703857198358,-3.200000047683716
48.015163941308856,-4.062701845541596,-3.200000047683716
48.01517550833523,-4.0626991633325815,-3.4000000953674316
48.01517601124942,-4.062698325142264,-3.5999999046325684
48.015189338475466,-4.062691451981664,-3.5999999046325684
48.015189338475466,-4.062677202746272,-3.5999999046325684
48.015189338475466,-4.062675861641765,-3.5999999046325684
48.015189338475466,-4.062660103663802,-3.5999999046325684
48.015184476971626,-4.062617775052786,-3.799999952316284
48.01520308479667,-4.062642166391015,-3.5999999046325684
48.01521364599466,-4.062706623226404,-3.799999952316284
48.01521599292755,-4.062728499993682,-3.799999952316284
48.015258656814694,-4.0626906137913465,-3.799999952316284
48.015275839716196,-4.06267418526113,-4.0
48.01529109477997,-4.062655912712216,-4.0
48.01535421051085,-4.062596149742603,-4.0
48.015471724793315,-4.062503781169653,-3.799999952316284
48.01549293100834,-4.062496991828084,-3.799999952316284
48.015572391450405,-4.06240051612258,-3.799999952316284
48.01565553992987,-4.062283420935273,-3.799999952316284
48.01572083495557,-4.062207397073507,-4.0
48.01576970145106,-4.0621566865593195,-3.799999952316284
48.015888053923845,-4.0620780643075705,-3.4000000953674316
48.015908002853394,-4.062067084014416,-3.4000000953674316
48.015921246260405,-4.062053672969341,-3.5999999046325684
48.015967682003975,-4.061996676027775,-3.5999999046325684
48.015985703095794,-4.061984270811081,-3.5999999046325684
48.01599131897092,-4.061956778168678,-3.4000000953674316
48.01607061177492,-4.061935488134623,-3.200000047683716
48.01613414660096,-4.061865666881204,-3.0
48.01617127843201,-4.0618023835122585,-2.799999952316284
48.016199776902795,-4.0617976896464825,-2.5999999046325684
48.01621813327074,-4.061770029366016,-2.4000000953674316
48.01622257567942,-4.061759635806084,-2.4000000953674316
48.01617555320263,-4.061764664947987,-2.5999999046325684
48.01610908471048,-4.061829289421439,-2.799999952316284
48.016018057242036,-4.061890561133623,-2.799999952316284
48.01591353490949,-4.061975972726941,-3.0
48.015853855758905,-4.0619985200464725,-3.0
48.0158316437155,-4.062020983546972,-2.799999952316284
48.015729300677776,-4.062120728194714,-3.4000000953674316
48.01569200120866,-4.06216355971992,-3.4000000953674316
48.01563994958997,-4.062240673229098,-2.799999952316284
48.01560206338763,-4.062293395400047,-2.5999999046325684
48.015581611543894,-4.06231845729053,-2.4000000953674316
48.0155451502651,-4.0623752027750015,-2.5999999046325684
48.01545093767345,-4.062508475035429,-2.5999999046325684
48.01536292769015,-4.0626337844878435,-2.4000000953674316
48.01527022384107,-4.0627186093479395,-4.0
48.01522864960134,-4.06276311725378,-4.0
48.01521590910852,-4.062766134738922,-3.5999999046325684
48.01518891938031,-4.062725063413382,-3.5999999046325684
48.01516117528081,-4.062696732580662,-3.799999952316284
48.01507769152522,-4.062607046216726,-3.4000000953674316
48.01504542119801,-4.062573099508882,-3.4000000953674316
48.014932768419385,-4.0625363029539585,-3.4000000953674316
48.01480955444276,-4.062580056488514,-3.799999952316284
48.014650382101536,-4.062701091170311,-4.199999809265137
48.014561366289854,-4.062719866633415,-3.799999952316284
48.01454150117934,-4.062721040099859,-3.5999999046325684
48.01447503268719,-4.062734870240092,-3.0
48.01433731801808,-4.06280217692256,-2.4000000953674316
48.014231119304895,-4.062826903536916,-2.4000000953674316
48.01410689949989,-4.062892785295844,-2.4000000953674316
48.01403732970357,-4.062936371192336,-2.5999999046325684
48.01387664861977,-4.063061932101846,-3.200000047683716
48.01382719539106,-4.063093448057771,-3.5999999046325684
48.013733737170696,-4.063198221847415,-4.0
48.013697946444154,-4.063253877684474,-4.0
48.01362359896302,-4.063372062519193,-4.400000095367432
48.013646733015776,-4.0633791871368885,-4.400000095367432
48.01365276798606,-4.063377594575286,-4.199999809265137
48.01365100778639,-4.063380779698491,-4.199999809265137
48.0136507563293,-4.063384551554918,-4.199999809265137
48.01364899612963,-4.063399136066437,-4.599999904632568
48.013648157939315,-4.063399722799659,-4.599999904632568
48.013648157939315,-4.063400309532881,-4.599999904632568
48.0136489123106,-4.063400728628039,-4.599999904632568
48.01364899612963,-4.0634015668183565,-4.599999904632568
48.013648157939315,-4.06340517103672,-4.599999904632568
48.01364740356803,-4.06340517103672,-4.599999904632568
48.01364757120609,-4.06339536421001,-4.599999904632568
48.01364748738706,-4.063389413058758,-4.599999904632568
48.013647235929966,-4.06338706612587,-4.599999904632568
48.01364690065384,-4.063386227935553,-4.800000190734863
48.01364581100643,-4.063386479392648,-4.800000190734863
48.013651594519615,-4.063390921801329,-5.0
48.013656456023455,-4.063390921801329,-5.0
48.013661317527294,-4.063388491049409,-5.0
48.013666681945324,-4.063384048640728,-5.0
48.01368663087487,-4.06335873529315,-5.0
48.01368889398873,-4.063357561826706,-5.199999809265137
48.01370616070926,-4.06334163621068,-5.400000095367432
48.01370800472796,-4.063338870182633,-5.800000190734863
48.01370800472796,-4.063338870182633,-5.800000190734863
48.01370792090893,-4.063338786363602,-5.400000095367432
48.013707753270864,-4.063338618725538,-5.800000190734863
48.01375360228121,-4.063296793028712,-5.800000190734863
48.01388930529356,-4.063172489404678,-5.199999809265137
48.01390900276601,-4.06315740197897,-5.199999809265137
48.01404210738838,-4.063070984557271,-5.0
48.01406314596534,-4.063060339540243,-4.800000190734863
48.01417663693428,-4.063005521893501,-4.199999809265137
48.014222234487534,-4.0629869140684605,-4.199999809265137
48.01441258750856,-4.062896892428398,-4.199999809265137
48.01447964273393,-4.06286034733057,-4.199999809265137
48.014571173116565,-4.062837464734912,-4.400000095367432
48.014701092615724,-4.062776695936918,-5.400000095367432
48.01481433212757,-4.062672173604369,-5.599999904632568
48.01487090997398,-4.062637137249112,-5.599999904632568
48.01494852639735,-4.062634790316224,-5.599999904632568
48.01501122303307,-4.0626653842628,-5.199999809265137
48.015100406482816,-4.062809552997351,-4.800000190734863
48.015168718993664,-4.062861017882824,-4.599999904632568
48.015171736478806,-4.062868477776647,-4.599999904632568
48.01515430212021,-4.062904519960284,-4.199999809265137
48.01512940786779,-4.062926480546594,-4.0
48.015047600492835,-4.063028320670128,-3.4000000953674316
48.014995381236076,-4.063122617080808,-2.5999999046325684
48.01497358828783,-4.063136028125882,-2.4000000953674316
48.01493536680937,-4.063199143856764,-1.600000023841858
48.01492966711521,-4.063209621235728,-1.2000000476837158
48.01492681726813,-4.0632260497659445,-1.0
48.01492723636329,-4.06326737254858,-0.6000000238418579
48.01492388360202,-4.063292434439063,-0.4000000059604645
48.014905862510204,-4.063361836597323,0.20000000298023224
48.01489798352122,-4.063402991741896,0.6000000238418579
48.014889266341925,-4.063460910692811,1.399999976158142
48.01487979479134,-4.063476584851742,1.7999999523162842
48.01487635821104,-4.063501562923193,2.0
48.01487644203007,-4.063524026423693,2.4000000953674316
48.01488742232323,-4.06358202919364,2.799999952316284
48.01489890553057,-4.063631147146225,3.799999952316284
48.0148955527693,-4.063646737486124,4.199999809265137
48.014891194179654,-4.063705075532198,5.199999809265137
48.01488457247615,-4.0637255273759365,5.599999904632568
48.0148593429476,-4.063779171556234,6.599999904632568
48.01484978757799,-4.063801635056734,6.800000190734863
48.01481919363141,-4.063863912597299,7.800000190734863
48.014808716252446,-4.063885370269418,8.0
48.01478885114193,-4.063978241756558,9.0
48.01479631103575,-4.064024845138192,9.600000381469727
48.01480536349118,-4.0640677604824305,10.0
48.01481081172824,-4.064100114628673,10.199999809265137
48.01483629271388,-4.06412391923368,11.0
48.014885913580656,-4.064136240631342,12.199999809265137
48.014933271333575,-4.064137162640691,13.399999618530273
48.014954729005694,-4.064145041629672,14.399999618530273
48.01496244035661,-4.06414688564837,14.800000190734863
48.01497568376362,-4.064158955588937,15.600000381469727
48.01498138345778,-4.064198937267065,16.799999237060547
48.01497023552656,-4.064260711893439,17.799999237060547
48.014951879158616,-4.064274458214641,18.0
48.014939138665795,-4.064293904229999,18.399999618530273
